numero_pedido;quantidade_pedida; preco_unitario ;numero_linha_pedido;valor_venda;data_pedido;status_pedido;trimestre;mes;ano;linha_produto;preco_sugerido;codigo_produto;nome_cliente;telefone;endereco_1;endereco_2;cidade;estado;cep;pais;territorio;sobrenome_contato;nome_contato;porte_negocio
10417;56,00; R$ 1.000,00 ;4;R$ 921.816,00;13/05/2005;Disputed;2;5;2005;Motocicletas;193;S10_4698;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Grande
10105;50,00; R$ 1.000,00 ;2;R$ 72.080,00;11/02/2003;Enviado;1;2;2003;Carros Clássicos;136;S10_4757;Danish Wholesale Imports;31 12 3555;Vinb'ltet 34;;Kobenhavn;;1734;Denmark;EMEA;Petersen;Jytte;Grande
10119;46,00; R$ 1.000,00 ;11;R$ 50.048,00;28/04/2003;Enviado;2;4;2003;Carros Clássicos;136;S10_4757;Salzburg Collectables;6562-9555;Geislweg 14;;Salzburg;;5020;Austria;EMEA;Pipps;Georg;Médio
10129;33,00; R$ 1.000,00 ;2;R$ 439.824,00;12/06/2003;Enviado;2;6;2003;Carros Clássicos;136;S10_4757;Stylish Desk Decors, Co.;(171) 555-0297;35 King George;;London;;WX3 6FW;Reino Unido;EMEA;Brown;Ann;Médio
10143;49,00; R$ 1.000,00 ;15;R$ 559.776,00;10/08/2003;Enviado;3;8;2003;Carros Clássicos;136;S10_4757;Mini Creations Ltd.;5085559555;4575 Hillside Dr.;;New Bedford;MA;50553;EUA;;Tam;Wing C;Médio
10155;32,00; R$ 1.000,00 ;13;R$ 452.608,00;06/10/2003;Enviado;4;10;2003;Carros Clássicos;136;S10_4757;Toys of Finland, Co.;90-224 8555;Keskuskatu 45;;Helsinki;;21240;Finland;EMEA;Karttunen;Matti;Médio
10167;44,00; R$ 1.000,00 ;9;R$ 592.416,00;23/10/2003;Cancelado;4;10;2003;Carros Clássicos;136;S10_4757;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Médio
10178;24,00; R$ 1.000,00 ;12;R$ 349.248,00;08/11/2003;Enviado;4;11;2003;Carros Clássicos;136;S10_4757;Alpha Cognac;61.77.6555;1 rue Alsace-Lorraine;;Toulouse;;31000;França;EMEA;Roulet;Annette;Médio
10186;26,00; R$ 1.000,00 ;9;R$ 385.424,00;14/11/2003;Enviado;4;11;2003;Carros Clássicos;136;S10_4757;Double Decker Gift Stores, Ltd;(171) 555-7555;120 Hanover Sq.;;London;;WA1 1DP;Reino Unido;EMEA;Hardy;Thomas;Médio
10197;45,00; R$ 1.000,00 ;6;R$ 53.244,00;26/11/2003;Enviado;4;11;2003;Carros Clássicos;136;S10_4757;Enaco Distributors;(93) 203 4555;Rambla de Catalu�a, 23;;Barcelona;;8022;Spain;EMEA;Saavedra;Eduardo;Médio
10209;39,00; R$ 1.000,00 ;8;R$ 519.792,00;09/01/2004;Enviado;1;1;2004;Carros Clássicos;136;S10_4757;Men 'R' US Retailers, Ltd.;2155554369;6047 Douglas Av.;;Los Angeles;CA;;EUA;;Chandler;Michael;Médio
10222;49,00; R$ 1.000,00 ;12;R$ 59.976,00;19/02/2004;Enviado;1;2;2004;Carros Clássicos;136;S10_4757;Collectable Mini Designs Co.;7605558146;361 Furth Circle;;San Diego;CA;91217;EUA;;Thompson;Valarie;Médio
10248;20,00; R$ 1.000,00 ;3;R$ 29.104,00;07/05/2004;Cancelado;2;5;2004;Carros Clássicos;136;S10_4757;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;EUA;;Yu;Kwai;Pequeno
10261;27,00; R$ 1.000,00 ;1;R$ 337.824,00;17/06/2004;Enviado;2;6;2004;Carros Clássicos;136;S10_4757;Quebec Home Shopping Network;(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;H1J 1C3;Canadá;;Fresnisre;Jean;Médio
10273;30,00; R$ 1.000,00 ;4;R$ 35.088,00;21/07/2004;Enviado;3;7;2004;Carros Clássicos;136;S10_4757;Petit Auto;(02) 5554 67;Rue Joseph-Bens 532;;Bruxelles;;B-1180;Belgium;EMEA;Dewey;Catherine;Médio
10283;25,00; R$ 1.000,00 ;6;R$ 29.920,00;20/08/2004;Enviado;3;8;2004;Carros Clássicos;136;S10_4757;Royal Canadian Collectables, Ltd.;(604) 555-4555;23 Tsawassen Blvd.;;Tsawassen;BC;T2F 8M4;Canadá;;Lincoln;Elizabeth;Pequeno
10295;24,00; R$ 1.000,00 ;1;R$ 34.272,00;10/09/2004;Enviado;3;9;2004;Carros Clássicos;136;S10_4757;Gifts4AllAges.com;6175559555;8616 Spinnaker Dr.;;Boston;MA;51003;EUA;;Yoshido;Juri;Médio
10307;22,00; R$ 1.000,00 ;9;R$ 26.928,00;14/10/2004;Enviado;4;10;2004;Carros Clássicos;136;S10_4757;Classic Gift Ideas, Inc;2155554695;782 First Street;;Philadelphia;PA;71270;EUA;;Cervantes;Francisca;Pequeno
10316;33,00; R$ 1.000,00 ;17;R$ 412.896,00;01/11/2004;Enviado;4;11;2004;Carros Clássicos;136;S10_4757;giftsbymail.co.uk;(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;PO31 7PJ;Reino Unido;EMEA;Bennett;Helen;Médio
10325;47,00; R$ 6.493,00 ;6;R$ 305.171,00;05/11/2004;Enviado;4;11;2004;Carros Clássicos;136;S10_4757;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Médio
10337;25,00; R$ 4.805,00 ;8;R$ 120.125,00;21/11/2004;Enviado;4;11;2004;Carros Clássicos;136;S10_4757;Classic Legends Inc.;2125558493;5905 Pompton St.;Suite 750;NYC;NY;10022;EUA;;Hernandez;Maria;Pequeno
10350;26,00; R$ 7.547,00 ;5;R$ 196.222,00;02/12/2004;Enviado;4;12;2004;Carros Clássicos;136;S10_4757;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Pequeno
10359;48,00; R$ 5.468,00 ;6;R$ 262.464,00;15/12/2004;Enviado;4;12;2004;Carros Clássicos;136;S10_4757;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;França;EMEA;Henriot;Paul;Pequeno
10373;39,00; R$ 1.000,00 ;3;R$ 404.625,00;31/01/2005;Enviado;1;1;2005;Carros Clássicos;136;S10_4757;Oulu Toy Supplies, Inc.;981-443655;Torikatu 38;;Oulu;;90110;Finland;EMEA;Koskitalo;Pirkko;Médio
10384;34,00; R$ 1.000,00 ;4;R$ 48.467,00;23/02/2005;Enviado;1;2;2005;Carros Clássicos;136;S10_4757;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;EUA;;Brown;Julie;Médio
10395;32,00; R$ 1.000,00 ;2;R$ 337.056,00;17/03/2005;Enviado;1;3;2005;Carros Clássicos;136;S10_4757;Lyon Souveniers;+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;75508;França;EMEA;Da Cunha;Daniel;Médio
10400;64,00; R$ 1.000,00 ;9;R$ 966.144,00;01/04/2005;Enviado;2;4;2005;Carros Clássicos;136;S10_4757;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;EUA;;Frick;Sue;Grande
10414;19,00; R$ 1.000,00 ;3;R$ 276.488,00;06/05/2005;Em Espera;2;5;2005;Carros Clássicos;136;S10_4757;Gifts4AllAges.com;6175559555;8616 Spinnaker Dr.;;Boston;MA;51003;EUA;;Yoshido;Juri;Pequeno
10103;42,00; R$ 1.000,00 ;4;R$ 539.826,00;29/01/2003;Enviado;1;1;2003;Carros Clássicos;147;S10_4962;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Médio
10114;31,00; R$ 1.000,00 ;8;R$ 430.528,00;01/04/2003;Enviado;2;4;2003;Carros Clássicos;147;S10_4962;La Corne D'abondance, Co.;(1) 42.34.2555;265, boulevard Charonne;;Paris;;75012;França;EMEA;Bertrand;Marie;Médio
10126;22,00; R$ 1.000,00 ;4;R$ 334.774,00;28/05/2003;Enviado;2;5;2003;Carros Clássicos;147;S10_4962;Corrida Auto Replicas, Ltd;(91) 555 22 82;C/ Araquil, 67;;Madrid;;28023;Spain;EMEA;Sommer;Mart�n;Médio
10140;26,00; R$ 1.000,00 ;4;R$ 318.812,00;24/07/2003;Enviado;3;7;2003;Carros Clássicos;147;S10_4962;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;EUA;;Hirano;Juri;Médio
10150;20,00; R$ 1.000,00 ;1;R$ 31.912,00;19/09/2003;Enviado;3;9;2003;Carros Clássicos;147;S10_4962;Dragon Souveniers, Ltd.;+65 221 7555;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;;Singapore;;79903;Singapore;Japan;Natividad;Eric;Médio
10164;21,00; R$ 1.000,00 ;2;R$ 353.682,00;21/10/2003;Resolved;4;10;2003;Carros Clássicos;147;S10_4962;Mini Auto Werke;7675-3555;Kirchgasse 6;;Graz;;8010;Austria;EMEA;Mendel;Roland;Médio
10175;33,00; R$ 1.000,00 ;9;R$ 536.283,00;06/11/2003;Enviado;4;11;2003;Carros Clássicos;147;S10_4962;Stylish Desk Decors, Co.;(171) 555-0297;35 King George;;London;;WX3 6FW;Reino Unido;EMEA;Brown;Ann;Médio
10183;28,00; R$ 1.000,00 ;1;R$ 343.336,00;13/11/2003;Enviado;4;11;2003;Carros Clássicos;147;S10_4962;Classic Gift Ideas, Inc;2155554695;782 First Street;;Philadelphia;PA;71270;EUA;;Cervantes;Francisca;Médio
10194;26,00; R$ 1.000,00 ;4;R$ 426.374,00;25/11/2003;Enviado;4;11;2003;Carros Clássicos;147;S10_4962;Saveley & Henriot, Co.;78.32.5555;2, rue du Commerce;;Lyon;;69004;França;EMEA;Saveley;Mary;Médio
10207;31,00; R$ 1.000,00 ;15;R$ 407.619,00;09/12/2003;Enviado;4;12;2003;Carros Clássicos;147;S10_4962;Diecast Collectables;6175552555;6251 Ingle Ln.;;Boston;MA;51003;EUA;;Franco;Valarie;Médio
10217;48,00; R$ 1.000,00 ;4;R$ 702.048,00;04/02/2004;Enviado;1;2;2004;Carros Clássicos;147;S10_4962;Handji Gifts& Co;+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;69045;Singapore;APAC;Victorino;Wendy;Grande
10229;50,00; R$ 1.000,00 ;9;R$ 64.265,00;11/03/2004;Enviado;1;3;2004;Carros Clássicos;147;S10_4962;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Médio
10245;28,00; R$ 1.000,00 ;2;R$ 459.172,00;04/05/2004;Enviado;2;5;2004;Carros Clássicos;147;S10_4962;Super Scale Inc.;2035559545;567 North Pendale Street;;New Haven;CT;97823;EUA;;Murphy;Leslie;Médio
10259;26,00; R$ 1.000,00 ;12;R$ 403.338,00;15/06/2004;Enviado;2;6;2004;Carros Clássicos;147;S10_4962;Handji Gifts& Co;+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;69045;Singapore;APAC;Victorino;Wendy;Médio
10270;32,00; R$ 1.000,00 ;2;R$ 430.208,00;19/07/2004;Enviado;3;7;2004;Carros Clássicos;147;S10_4962;Souveniers And Things Co.;+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;2067;Austrália;APAC;Huxley;Adrian;Médio
10281;44,00; R$ 1.000,00 ;9;R$ 702.064,00;19/08/2004;Enviado;3;8;2004;Carros Clássicos;147;S10_4962;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;EUA;;Yu;Kyung;Grande
10291;30,00; R$ 1.000,00 ;4;R$ 38.559,00;08/09/2004;Enviado;3;9;2004;Carros Clássicos;147;S10_4962;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Médio
10305;38,00; R$ 1.000,00 ;13;R$ 668.078,00;13/10/2004;Enviado;4;10;2004;Carros Clássicos;147;S10_4962;Marta's Replicas Co.;6175558555;39323 Spinnaker Dr.;;Cambridge;MA;51247;EUA;;Hernandez;Marta;Médio
10313;40,00; R$ 1.000,00 ;7;R$ 66.780,00;22/10/2004;Enviado;4;10;2004;Carros Clássicos;147;S10_4962;Canadian Gift Exchange Network;(604) 555-3392;1900 Oak St.;;Vancouver;BC;V3F 2K1;Canadá;;Tannamuri;Yoshi;Médio
10322;46,00; R$ 6.199,00 ;8;R$ 285.154,00;04/11/2004;Enviado;4;11;2004;Carros Clássicos;147;S10_4962;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;EUA;;Young;Valarie;Pequeno
10334;26,00; R$ 1.000,00 ;2;R$ 318.812,00;19/11/2004;Em Espera;4;11;2004;Carros Clássicos;147;S10_4962;Volvo Model Replicas, Co;0921-12 3555;Berguvsv�gen  8;;Lule;;S-958 22;Sweden;EMEA;Berglund;Christina;Médio
10347;27,00; R$ 1.000,00 ;2;R$ 44.280,00;29/11/2004;Enviado;4;11;2004;Carros Clássicos;147;S10_4962;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Austrália;APAC;Ferguson;Peter;Médio
10357;43,00; R$ 1.000,00 ;9;R$ 578.092,00;10/12/2004;Enviado;4;12;2004;Carros Clássicos;147;S10_4962;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Médio
10370;35,00; R$ 6.563,00 ;4;R$ 229.705,00;20/01/2005;Enviado;1;1;2005;Carros Clássicos;147;S10_4962;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Austrália;APAC;O'Hara;Anna;Pequeno
10381;37,00; R$ 1.000,00 ;6;R$ 623.154,00;17/02/2005;Enviado;1;2;2005;Carros Clássicos;147;S10_4962;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;EUA;;Brown;Julie;Médio
10391;37,00; R$ 469,00 ;7;R$ 17.353,00;09/03/2005;Enviado;1;3;2005;Carros Clássicos;147;S10_4962;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Austrália;APAC;O'Hara;Anna;Pequeno
10411;27,00; R$ 1.000,00 ;2;R$ 442.773,00;01/05/2005;Enviado;2;5;2005;Carros Clássicos;147;S10_4962;Quebec Home Shopping Network;(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;H1J 1C3;Canadá;;Fresnisre;Jean;Médio
10425;38,00; R$ 1.000,00 ;12;R$ 589.494,00;31/05/2005;In Process;2;5;2005;Carros Clássicos;147;S10_4962;La Rochelle Gifts;40.67.8555;67, rue des Cinquante Otages;;Nantes;;44000;França;EMEA;Labrune;Janine;Médio
10108;33,00; R$ 1.000,00 ;6;R$ 526.515,00;03/03/2003;Enviado;1;3;2003;Carros Clássicos;194;S12_1099;Cruz & Sons Co.;+63 2 555 3587;15 McCallum Street - NatWest Center #13-03;;Makati City;;1227 MM;Philippines;Japan;Cruz;Arnold;Médio
10122;42,00; R$ 1.000,00 ;10;R$ 75.999,00;08/05/2003;Enviado;2;5;2003;Carros Clássicos;194;S12_1099;Marseille Mini Autos;91.24.4555;12, rue des Bouchers;;Marseille;;13008;França;EMEA;Lebihan;Laurence;Grande
10135;42,00; R$ 1.000,00 ;7;R$ 800.856,00;02/07/2003;Enviado;3;7;2003;Carros Clássicos;194;S12_1099;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Grande
10147;48,00; R$ 1.000,00 ;7;R$ 924.576,00;05/09/2003;Enviado;3;9;2003;Carros Clássicos;194;S12_1099;Collectables For Less Inc.;6175558555;7825 Douglas Av.;;Brickhaven;MA;58339;EUA;;Nelson;Allen;Grande
10159;41,00; R$ 1.000,00 ;2;R$ 829.635,00;10/10/2003;Enviado;4;10;2003;Carros Clássicos;194;S12_1099;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;EUA;;Brown;Julie;Grande
10169;30,00; R$ 1.000,00 ;2;R$ 50.199,00;04/11/2003;Enviado;4;11;2003;Carros Clássicos;194;S12_1099;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Austrália;APAC;O'Hara;Anna;Médio
10181;27,00; R$ 1.000,00 ;14;R$ 541.107,00;12/11/2003;Enviado;4;11;2003;Carros Clássicos;194;S12_1099;Herkku Gifts;+47 2267 3215;Drammen 121, PR 744 Sentrum;;Bergen;;N 5804;Norway;EMEA;Oeztan;Veysel;Médio
10191;21,00; R$ 1.000,00 ;3;R$ 38.409,00;20/11/2003;Enviado;4;11;2003;Carros Clássicos;194;S12_1099;Toms Spezialitten, Ltd;0221-5554327;Mehrheimerstr. 369;;Koln;;50739;Alemanha;EMEA;Pfalzheim;Henriette;Médio
10203;20,00; R$ 1.000,00 ;8;R$ 39.304,00;02/12/2003;Enviado;4;12;2003;Carros Clássicos;194;S12_1099;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Médio
10211;41,00; R$ 1.000,00 ;2;R$ 74.989,00;15/01/2004;Enviado;1;1;2004;Carros Clássicos;194;S12_1099;Auto Canal Petit;(1) 47.55.6555;25, rue Lauriston;;Paris;;75016;França;EMEA;Perrier;Dominique;Grande
10225;27,00; R$ 1.000,00 ;9;R$ 451.791,00;22/02/2004;Enviado;1;2;2004;Carros Clássicos;194;S12_1099;Vida Sport, Ltd;0897-034555;Grenzacherweg 237;;Gensve;;1203;Switzerland;EMEA;Holz;Michael;Médio
10238;28,00; R$ 1.000,00 ;3;R$ 577.472,00;09/04/2004;Enviado;2;4;2004;Carros Clássicos;194;S12_1099;Danish Wholesale Imports;31 12 3555;Vinb'ltet 34;;Kobenhavn;;1734;Denmark;EMEA;Petersen;Jytte;Médio
10253;24,00; R$ 1.000,00 ;13;R$ 392.256,00;01/06/2004;Cancelado;2;6;2004;Carros Clássicos;194;S12_1099;UK Collectables, Ltd.;(171) 555-2282;Berkeley Gardens 12  Brewery;;Liverpool;;WX1 6LT;Reino Unido;EMEA;Devon;Elizabeth;Médio
10266;44,00; R$ 1.000,00 ;14;R$ 916.036,00;06/07/2004;Enviado;3;7;2004;Carros Clássicos;194;S12_1099;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Grande
10276;50,00; R$ 1.000,00 ;3;R$ 96.310,00;02/08/2004;Enviado;3;8;2004;Carros Clássicos;194;S12_1099;Online Mini Collectables;6175557555;7635 Spinnaker Dr.;;Brickhaven;MA;58339;EUA;;Barajas;Miguel;Grande
10287;21,00; R$ 1.000,00 ;12;R$ 343.224,00;30/08/2004;Enviado;3;8;2004;Carros Clássicos;194;S12_1099;Vida Sport, Ltd;0897-034555;Grenzacherweg 237;;Gensve;;1203;Switzerland;EMEA;Holz;Michael;Médio
10300;33,00; R$ 1.000,00 ;5;R$ 552.189,00;04/10/2003;Enviado;4;10;2003;Carros Clássicos;194;S12_1099;Blauer See Auto, Co.;+49 69 66 90 2555;Lyonerstr. 34;;Frankfurt;;60528;Alemanha;EMEA;Keitel;Roland;Médio
10310;33,00; R$ 1.000,00 ;10;R$ 693.462,00;16/10/2004;Enviado;4;10;2004;Carros Clássicos;194;S12_1099;Toms Spezialitten, Ltd;0221-5554327;Mehrheimerstr. 369;;Koln;;50739;Alemanha;EMEA;Pfalzheim;Henriette;Médio
10320;31,00; R$ 1.000,00 ;3;R$ 687.611,00;03/11/2004;Enviado;4;11;2004;Carros Clássicos;194;S12_1099;Volvo Model Replicas, Co;0921-12 3555;Berguvsv�gen  8;;Lule;;S-958 22;Sweden;EMEA;Berglund;Christina;Médio
10329;41,00; R$ 7.147,00 ;5;R$ 293.027,00;15/11/2004;Enviado;4;11;2004;Carros Clássicos;194;S12_1099;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;EUA;;Yu;Kwai;Pequeno
10341;45,00; R$ 7.965,00 ;2;R$ 358.425,00;24/11/2004;Enviado;4;11;2004;Carros Clássicos;194;S12_1099;Salzburg Collectables;6562-9555;Geislweg 14;;Salzburg;;5020;Austria;EMEA;Pipps;Georg;Médio
10363;33,00; R$ 8.539,00 ;3;R$ 281.787,00;06/01/2005;Enviado;1;1;2005;Carros Clássicos;194;S12_1099;Suominen Souveniers;+358 9 8045 555;Software Engineering Center, SEC Oy;;Espoo;;FIN-02271;Finland;EMEA;Suominen;Kalle;Pequeno
10375;45,00; R$ 760,00 ;7;R$ 34.200,00;03/02/2005;Enviado;1;2;2005;Carros Clássicos;194;S12_1099;La Rochelle Gifts;40.67.8555;67, rue des Cinquante Otages;;Nantes;;44000;França;EMEA;Labrune;Janine;Médio
10389;26,00; R$ 9.904,00 ;4;R$ 257.504,00;03/03/2005;Enviado;1;3;2005;Carros Clássicos;194;S12_1099;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Pequeno
10419;12,00; R$ 1.000,00 ;13;R$ 196.128,00;17/05/2005;Enviado;2;5;2005;Carros Clássicos;194;S12_1099;Salzburg Collectables;6562-9555;Geislweg 14;;Salzburg;;5020;Austria;EMEA;Pipps;Georg;Pequeno
10105;41,00; R$ 1.000,00 ;15;R$ 869.036,00;11/02/2003;Enviado;1;2;2003;Carros Clássicos;207;S12_1108;Danish Wholesale Imports;31 12 3555;Vinb'ltet 34;;Kobenhavn;;1734;Denmark;EMEA;Petersen;Jytte;Grande
10117;33,00; R$ 1.000,00 ;9;R$ 603.438,00;16/04/2003;Enviado;2;4;2003;Carros Clássicos;207;S12_1108;Dragon Souveniers, Ltd.;+65 221 7555;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;;Singapore;;79903;Singapore;Japan;Natividad;Eric;Médio
10127;46,00; R$ 1.000,00 ;2;R$ 112.792,00;03/06/2003;Enviado;2;6;2003;Carros Clássicos;207;S12_1108;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;EUA;;Young;Jeff;Grande
10142;33,00; R$ 1.000,00 ;12;R$ 802.329,00;08/08/2003;Enviado;3;8;2003;Carros Clássicos;207;S12_1108;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Grande
10153;20,00; R$ 1.000,00 ;11;R$ 49.040,00;28/09/2003;Enviado;3;9;2003;Carros Clássicos;207;S12_1108;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Médio
10165;44,00; R$ 1.000,00 ;3;R$ 859.452,00;22/10/2003;Enviado;4;10;2003;Carros Clássicos;207;S12_1108;Dragon Souveniers, Ltd.;+65 221 7555;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;;Singapore;;79903;Singapore;Japan;Natividad;Eric;Grande
10176;33,00; R$ 1.000,00 ;2;R$ 74.745,00;06/11/2003;Enviado;4;11;2003;Carros Clássicos;207;S12_1108;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Grande
10185;21,00; R$ 1.000,00 ;13;R$ 388.374,00;14/11/2003;Enviado;4;11;2003;Carros Clássicos;207;S12_1108;Mini Creations Ltd.;5085559555;4575 Hillside Dr.;;New Bedford;MA;50553;EUA;;Tam;Wing C;Médio
10196;47,00; R$ 1.000,00 ;5;R$ 88.877,00;26/11/2003;Enviado;4;11;2003;Carros Clássicos;207;S12_1108;Super Scale Inc.;2035559545;567 North Pendale Street;;New Haven;CT;97823;EUA;;Murphy;Leslie;Grande
10208;46,00; R$ 1.000,00 ;13;R$ 860.292,00;02/01/2004;Enviado;1;1;2004;Carros Clássicos;207;S12_1108;Saveley & Henriot, Co.;78.32.5555;2, rue du Commerce;;Lyon;;69004;França;EMEA;Saveley;Mary;Grande
10220;32,00; R$ 1.000,00 ;2;R$ 718.144,00;12/02/2004;Enviado;1;2;2004;Carros Clássicos;207;S12_1108;Clover Collections, Co.;+353 1862 1555;25 Maiden Lane;Floor No. 4;Dublin;;2;Ireland;EMEA;Cassidy;Dean;Grande
10231;42,00; R$ 1.000,00 ;2;R$ 837.858,00;19/03/2004;Enviado;1;3;2004;Carros Clássicos;207;S12_1108;CAF Imports;+34 913 728 555;Merchants House, 27-30 Merchant's Quay;;Madrid;;28023;Spain;EMEA;Fernandez;Jesus;Grande
10247;44,00; R$ 1.000,00 ;2;R$ 106.062,00;05/05/2004;Enviado;2;5;2004;Carros Clássicos;207;S12_1108;Suominen Souveniers;+358 9 8045 555;Software Engineering Center, SEC Oy;;Espoo;;FIN-02271;Finland;EMEA;Suominen;Kalle;Grande
10272;35,00; R$ 1.000,00 ;2;R$ 58.184,00;20/07/2004;Enviado;3;7;2004;Carros Clássicos;207;S12_1108;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;EUA;;Yu;Kyung;Médio
10282;41,00; R$ 1.000,00 ;5;R$ 707.127,00;20/08/2004;Enviado;3;8;2004;Carros Clássicos;207;S12_1108;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Grande
10293;46,00; R$ 1.000,00 ;8;R$ 841.156,00;09/09/2004;Enviado;3;9;2004;Carros Clássicos;207;S12_1108;Amica Models & Co.;011-4988555;Via Monte Bianco 34;;Torino;;10100;Italy;EMEA;Accorti;Paolo;Grande
10306;31,00; R$ 1.000,00 ;13;R$ 657.076,00;14/10/2004;Enviado;4;10;2004;Carros Clássicos;207;S12_1108;AV Stores, Co.;(171) 555-1555;Fauntleroy Circus;;Manchester;;EC2 5NT;Reino Unido;EMEA;Ashworth;Victoria;Médio
10314;38,00; R$ 1.000,00 ;5;R$ 797.544,00;22/10/2004;Enviado;4;10;2004;Carros Clássicos;207;S12_1108;Heintze Collectables;86 21 3555;Smagsloget 45;;Aaarhus;;8200;Denmark;EMEA;Ibsen;Palle;Grande
10325;42,00; R$ 640,00 ;8;R$ 26.880,00;05/11/2004;Enviado;4;11;2004;Carros Clássicos;207;S12_1108;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Pequeno
10336;33,00; R$ 5.722,00 ;10;R$ 188.826,00;20/11/2004;Enviado;4;11;2004;Carros Clássicos;207;S12_1108;La Corne D'abondance, Co.;(1) 42.34.2555;265, boulevard Charonne;;Paris;;75012;França;EMEA;Bertrand;Marie;Pequeno
10348;48,00; R$ 5.236,00 ;8;R$ 251.328,00;01/11/2004;Enviado;4;11;2004;Carros Clássicos;207;S12_1108;Corrida Auto Replicas, Ltd;(91) 555 22 82;C/ Araquil, 67;;Madrid;;28023;Spain;EMEA;Sommer;Mart�n;Pequeno
10359;42,00; R$ 1.000,00 ;8;R$ 476.448,00;15/12/2004;Enviado;4;12;2004;Carros Clássicos;207;S12_1108;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;França;EMEA;Henriot;Paul;Médio
10371;32,00; R$ 1.000,00 ;6;R$ 356.064,00;23/01/2005;Enviado;1;1;2005;Carros Clássicos;207;S12_1108;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Médio
